2	0.433013	0.062500	0.062500	0.000000
2	0.707107	0.062500	0.062500	0.000000
2	0.829156	0.062500	0.062500	0.000000
2	1.000000	0.083333	0.062500	0.020833
2	1.089725	0.072917	0.062500	0.010417
3	0.707107	0.020833	0.015625	0.005208
3	0.707107	0.000000	0.015625	-0.015625
3	0.707107	0.093750	0.015625	0.078125
3	0.829156	0.020833	0.015625	0.005208
3	0.829156	0.020833	0.015625	0.005208
3	0.829156	0.020833	0.015625	0.005208
3	1.000000	0.020833	0.015625	0.005208
3	1.000000	0.031250	0.015625	0.015625
Objective_function= -3.928505
